id,name,email,country,region,loyalty_tier,carbon_offset_opt_in
325,Cheryl Gonzales,kim47@example.org,UNITED STATES,AMERICA,GREEN,TRUE
326,Louis Brown,stevenlucas@example.org,GERMANY,EUROPE,GREEN,FALSE
327,Ashley Osborne,phillipmorris@example.org,UNITED STATES,AMERICA,NONE,TRUE
328,Kevin Marquez,nicoledavis@example.com,FRANCE,EUROPE,GREEN,TRUE
329,Susan Hogan,davisjasmin@example.net,AUSTRALIA,APAC,NONE,FALSE
330,Joseph Cruz,nicholasjames@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
331,Krystal Keller,fernandothomas@example.net,UNITED KINGDOM,EUROPE,GOLD,TRUE
332,Eric Cross,lroberts@example.org,GERMANY,EUROPE,NONE,TRUE
333,Toni Smith,alexander77@example.net,GERMANY,EUROPE,GOLD,FALSE
334,Lisa Snyder,briannaalvarez@example.com,UNITED KINGDOM,EUROPE,SILVER,FALSE
335,Kyle Smith,christine83@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
336,Anthony Bailey,melissaestrada@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
337,Thomas Williams,kchaney@example.net,UNITED STATES,AMERICA,GOLD,TRUE
338,Matthew Graves,tammycurry@example.com,UNITED STATES,AMERICA,NONE,TRUE
339,Anna Evans,priscilla16@example.net,UNITED STATES,AMERICA,NONE,FALSE
340,John Martinez,mark68@example.org,UNITED STATES,AMERICA,NONE,FALSE
341,Lisa Rodriguez,webbhaley@example.net,UNITED STATES,AMERICA,SILVER,FALSE
342,Lee Stewart,sara99@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
343,Lynn Vasquez,nicolehall@example.com,FRANCE,EUROPE,SILVER,TRUE
344,April Johnson,mclaughlinjared@example.net,CANADA,AMERICA,SILVER,FALSE
345,Mrs. Felicia Castro DDS,davidsonhannah@example.com,GERMANY,EUROPE,GREEN,TRUE
346,Elizabeth Hunter,katie15@example.com,UNITED STATES,AMERICA,SILVER,TRUE
347,Keith Choi,jamesbass@example.net,AUSTRALIA,APAC,GOLD,TRUE
348,John Johnson,timothyburton@example.net,CANADA,AMERICA,GREEN,TRUE
349,Julia Olsen,conleykevin@example.net,FRANCE,EUROPE,NONE,TRUE
350,Kristen Smith,lauren51@example.org,FRANCE,EUROPE,NONE,TRUE
351,Andre Terrell,ashleyprice@example.net,UNITED STATES,AMERICA,NONE,TRUE
352,Richard Parker,jennifer46@example.org,UNITED STATES,AMERICA,GOLD,TRUE
353,David Hayes DVM,aliciathompson@example.com,AUSTRALIA,APAC,NONE,FALSE
354,Paula Gentry,zhunter@example.com,UNITED STATES,AMERICA,GREEN,TRUE
355,Brittany Peterson,hoconnor@example.com,SPAIN,EUROPE,GOLD,FALSE
356,Briana Wiggins,jamiejohnson@example.com,JAPAN,ASIA,GREEN,TRUE
357,Kelly Smith,mcdanielbrooke@example.org,GERMANY,EUROPE,NONE,TRUE
358,Stephen Garcia,andrew43@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
359,Dustin Patel,rlambert@example.org,FRANCE,EUROPE,SILVER,TRUE
360,Brian Mullen,clarkmichael@example.com,GERMANY,EUROPE,SILVER,TRUE
361,Tony Brock,georgecollins@example.com,UNITED KINGDOM,EUROPE,NONE,TRUE
362,Amber Johnson,rodriguezbrian@example.com,GERMANY,EUROPE,SILVER,TRUE
363,Michael Vance,tjensen@example.com,UNITED STATES,AMERICA,SILVER,FALSE
364,Michelle Lambert,beltrankatelyn@example.com,FRANCE,EUROPE,GREEN,TRUE
365,Anna Lang,tdavis@example.net,CANADA,AMERICA,GREEN,TRUE
366,Pamela Ruiz,douglashuang@example.com,AUSTRALIA,APAC,NONE,FALSE
367,Jenna Lyons,kristina57@example.com,UNITED STATES,AMERICA,GOLD,FALSE
368,John Bell,ssingleton@example.com,GERMANY,EUROPE,NONE,FALSE
369,Bethany Garcia,nguyendebra@example.com,UNITED KINGDOM,EUROPE,GOLD,FALSE
370,Jennifer Gutierrez,amydickson@example.com,CANADA,AMERICA,NONE,FALSE
371,Daniel Benson,bmueller@example.net,JAPAN,ASIA,NONE,FALSE
372,Kimberly Young,stevensonjennifer@example.com,GERMANY,EUROPE,NONE,FALSE
373,Kyle Nguyen,shortgregory@example.com,SWEDEN,EUROPE,GOLD,TRUE
374,Brian Cervantes,pmurphy@example.net,CANADA,AMERICA,NONE,TRUE
375,Daniel Taylor,shermandonna@example.com,FRANCE,EUROPE,NONE,TRUE
376,Jean Lane,jamierich@example.com,NETHERLANDS,EUROPE,GREEN,TRUE
377,Susan Torres,wrobbins@example.org,AUSTRALIA,APAC,NONE,FALSE
378,Lisa Dixon,melissabrown@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
379,April Castro,daniel40@example.org,FRANCE,EUROPE,GREEN,TRUE
380,Kevin Garrett,bsullivan@example.net,GERMANY,EUROPE,NONE,TRUE
381,Christopher Taylor,xbridges@example.com,NETHERLANDS,EUROPE,NONE,TRUE
382,Zachary Santiago,alexanderwong@example.org,FRANCE,EUROPE,GOLD,TRUE
383,Katelyn Kim,christophermay@example.com,GERMANY,EUROPE,NONE,TRUE
384,Stephanie Dominguez,dhanson@example.net,AUSTRALIA,APAC,GREEN,FALSE
385,Robert Cruz,jacobjacobs@example.net,UNITED STATES,AMERICA,NONE,FALSE
386,Dr. Michael Adams DVM,arthur09@example.com,GERMANY,EUROPE,SILVER,FALSE
387,Ashley Olson,thomasjessica@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
388,Blake Wu,sanchezcrystal@example.net,GERMANY,EUROPE,NONE,FALSE
389,Angela Schultz,chloe58@example.org,NETHERLANDS,EUROPE,NONE,FALSE
390,Jose Harrison,robert44@example.org,UNITED STATES,AMERICA,NONE,TRUE
391,Thomas Curry,bryan79@example.org,UNITED STATES,AMERICA,SILVER,FALSE
392,Mary Carter,mitchellchristopher@example.net,NETHERLANDS,EUROPE,GREEN,FALSE
393,Richard King,joshua40@example.net,JAPAN,ASIA,NONE,TRUE
394,Christopher Vargas,donnawood@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
395,Michael Washington,cooperchristopher@example.org,UNITED STATES,AMERICA,NONE,FALSE
396,Samantha Monroe,ptownsend@example.net,UNITED STATES,AMERICA,SILVER,TRUE
397,Mark Clark,brian41@example.org,UNITED STATES,AMERICA,GREEN,TRUE
398,James Turner,noahthornton@example.com,AUSTRALIA,APAC,NONE,TRUE
399,Joseph Graham,sara76@example.net,JAPAN,ASIA,NONE,TRUE
400,Joseph Blanchard,hardindana@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
401,Marissa Nelson,joseph14@example.net,CANADA,AMERICA,SILVER,TRUE
402,Julia Leonard,jessicachapman@example.org,UNITED STATES,AMERICA,NONE,FALSE
403,Megan Kaiser,amy01@example.org,UNITED STATES,AMERICA,NONE,FALSE
404,Joseph Jennings,jeffrey44@example.org,SWEDEN,EUROPE,NONE,TRUE
405,Manuel Brown,stephanielittle@example.net,FRANCE,EUROPE,SILVER,FALSE
406,Angelica Jacobs,pdouglas@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
407,Cathy Rodriguez,jonowens@example.org,CANADA,AMERICA,NONE,FALSE
408,Tammy Hill,qschwartz@example.com,UNITED STATES,AMERICA,NONE,TRUE
409,Richard Ramirez,reyesmarvin@example.org,UNITED STATES,AMERICA,SILVER,FALSE
410,Robert Thompson,vasquezsarah@example.net,UNITED STATES,AMERICA,GREEN,TRUE
411,Matthew Rodriguez,probinson@example.org,JAPAN,ASIA,NONE,FALSE
412,Michelle Garcia,jonesjessica@example.com,FRANCE,EUROPE,GREEN,FALSE
413,Jonathan Delgado,fitzpatrickelizabeth@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
414,Gary Myers,robertsonshelby@example.com,SPAIN,EUROPE,NONE,FALSE
415,Jared Luna,fernandezaaron@example.net,FRANCE,EUROPE,GREEN,FALSE
416,Karen Bradley,mathew46@example.org,SWEDEN,EUROPE,NONE,FALSE
417,Tina Davis,christopher74@example.net,UNITED STATES,AMERICA,NONE,TRUE
418,Julian Ponce,kentprice@example.org,GERMANY,EUROPE,NONE,TRUE
419,Heather Miller,imoss@example.org,FRANCE,EUROPE,NONE,TRUE
420,Nathan Watkins,yprice@example.net,SPAIN,EUROPE,SILVER,TRUE
421,Kathryn Hanna,blevy@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
422,George Le,zwilson@example.net,NETHERLANDS,EUROPE,NONE,FALSE
423,Judy Gregory,joycehall@example.org,CANADA,AMERICA,NONE,TRUE
424,Charles Valdez,nmeadows@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
425,Matthew Smith,conwaylori@example.org,GERMANY,EUROPE,NONE,TRUE
426,Christopher Garza,wilsonbrooke@example.net,UNITED STATES,AMERICA,SILVER,FALSE
427,Robert Simmons,rnguyen@example.net,GERMANY,EUROPE,GREEN,FALSE
428,Erica Oconnell,kathrynwatkins@example.com,UNITED KINGDOM,EUROPE,GREEN,TRUE
429,Donald Todd,heathertran@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
430,Kevin Anderson,bstrickland@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
431,Adam Howe,robert72@example.org,FRANCE,EUROPE,NONE,FALSE
432,Devin Cole,sharonbishop@example.org,JAPAN,ASIA,GREEN,TRUE
433,Michelle Salazar,burtonkimberly@example.com,UNITED KINGDOM,EUROPE,GOLD,TRUE
434,Justin Lee,montgomerymichelle@example.net,UNITED KINGDOM,EUROPE,GREEN,FALSE
435,Julie Sims,joshualee@example.org,UNITED STATES,AMERICA,GREEN,TRUE
436,Tracy Wells,ernestlivingston@example.org,UNITED STATES,AMERICA,GREEN,FALSE
437,Dominique Hamilton,christina70@example.org,CANADA,AMERICA,NONE,FALSE
438,Tammy Thompson,washingtondarren@example.org,AUSTRALIA,APAC,SILVER,TRUE
439,Leslie Nguyen,julievillanueva@example.org,JAPAN,ASIA,NONE,TRUE
440,Erika Garcia,ykane@example.org,UNITED STATES,AMERICA,NONE,FALSE
441,Kevin Brown,nthomas@example.com,FRANCE,EUROPE,SILVER,TRUE
442,James Ellis,crystalcantrell@example.org,UNITED KINGDOM,EUROPE,NONE,FALSE
443,Andrew Carroll,derek77@example.com,AUSTRALIA,APAC,SILVER,TRUE
444,Greg Tanner,kristinelittle@example.net,CANADA,AMERICA,SILVER,FALSE
445,Laura Tran,christophervincent@example.com,GERMANY,EUROPE,GREEN,FALSE
446,Cindy Wells,uramirez@example.com,FRANCE,EUROPE,NONE,FALSE
447,Danielle Murphy,patriciavargas@example.org,UNITED STATES,AMERICA,NONE,FALSE
448,Stephanie Butler,williamsthomas@example.net,UNITED STATES,AMERICA,GOLD,FALSE
449,Joseph Mendoza,chavezjohn@example.net,FRANCE,EUROPE,NONE,FALSE
450,Melissa Russell,davidphillips@example.net,UNITED STATES,AMERICA,GREEN,TRUE
451,Mrs. Maureen Martin DDS,braysteven@example.org,UNITED STATES,AMERICA,NONE,TRUE
452,Jennifer Clarke,courtney01@example.com,UNITED STATES,AMERICA,GREEN,TRUE
453,Faith Johnson,smullins@example.net,CANADA,AMERICA,GREEN,FALSE
454,Rebecca French,olivermatthew@example.org,UNITED STATES,AMERICA,NONE,TRUE
455,Susan Cox,rodriguezmichael@example.net,SPAIN,EUROPE,GOLD,TRUE
456,Jacob Wong,castrokim@example.org,GERMANY,EUROPE,GOLD,TRUE
457,Mrs. Ashley Mendoza,karenhodges@example.com,AUSTRALIA,APAC,SILVER,FALSE
458,Derek Frazier,brian55@example.com,NETHERLANDS,EUROPE,NONE,TRUE
459,Mr. Bryan Mckinney,shannon51@example.org,GERMANY,EUROPE,NONE,FALSE
460,Judith Miller,keithfrye@example.org,JAPAN,ASIA,NONE,FALSE
461,Brian Hernandez,nancymeyer@example.net,FRANCE,EUROPE,GREEN,TRUE
462,Jason Fleming,thomasfisher@example.net,UNITED STATES,AMERICA,GREEN,FALSE
463,Dorothy Brown,marystone@example.com,JAPAN,ASIA,GREEN,FALSE
464,Grant Lucas,todd88@example.com,GERMANY,EUROPE,NONE,FALSE
465,Keith Villanueva,george43@example.com,SPAIN,EUROPE,NONE,FALSE
466,Dwayne Bruce,michaelbryant@example.org,UNITED STATES,AMERICA,NONE,FALSE
467,Caitlyn Nichols,teresafranco@example.net,UNITED STATES,AMERICA,SILVER,TRUE
468,Rebecca Martin,williamsleslie@example.org,FRANCE,EUROPE,GOLD,TRUE
469,Jacob Harris,wadetiffany@example.org,UNITED STATES,AMERICA,GREEN,FALSE
470,Joshua Martin,david06@example.com,NETHERLANDS,EUROPE,GOLD,FALSE
471,Theresa Reilly,adamrodgers@example.net,UNITED STATES,AMERICA,NONE,TRUE
472,Michael Wells,tara92@example.net,GERMANY,EUROPE,SILVER,FALSE
473,Tammy Morgan,dennisrachel@example.org,UNITED STATES,AMERICA,SILVER,TRUE
474,Audrey Johnson,seandavis@example.org,NETHERLANDS,EUROPE,SILVER,FALSE
475,Christie Fox,james18@example.com,UNITED KINGDOM,EUROPE,SILVER,TRUE
476,Tina Daugherty,ulee@example.net,SWEDEN,EUROPE,GREEN,TRUE
477,Terri Kerr,raymond65@example.com,UNITED STATES,AMERICA,GREEN,FALSE
478,Dustin Bell,fsawyer@example.org,UNITED KINGDOM,EUROPE,GOLD,TRUE
479,Jill Riddle,zroberts@example.net,JAPAN,ASIA,NONE,FALSE
480,Jessica Mosley,maryharper@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
481,John Dillon,carl96@example.org,UNITED STATES,AMERICA,GOLD,TRUE
482,Mark Nelson,angelapage@example.org,FRANCE,EUROPE,GOLD,FALSE
483,Ronnie Roberts,twilliams@example.net,UNITED KINGDOM,EUROPE,GOLD,TRUE
484,Justin Ford,moodyeric@example.com,FRANCE,EUROPE,NONE,TRUE
485,Sandra Kennedy,robert73@example.org,NETHERLANDS,EUROPE,NONE,TRUE
486,Donald Gamble,georgemichael@example.com,UNITED KINGDOM,EUROPE,GOLD,TRUE
487,Sheena Burton,hmccann@example.com,UNITED STATES,AMERICA,SILVER,TRUE
488,Laura Bruce,bonniethomas@example.com,SPAIN,EUROPE,GREEN,FALSE
489,Brandy Martin,michael50@example.com,JAPAN,ASIA,GREEN,TRUE
490,Mark Jones,katiewhite@example.org,NETHERLANDS,EUROPE,GREEN,FALSE
491,Carol Morris,margaret44@example.net,FRANCE,EUROPE,GREEN,FALSE
492,Heidi Ferguson,madeline02@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
493,Richard Jenkins,curtismoore@example.org,SWEDEN,EUROPE,NONE,TRUE
494,Rebecca Hansen,butlersabrina@example.org,FRANCE,EUROPE,SILVER,TRUE
495,Tammy Mendoza,hannah27@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
496,Tracy Jackson,anthony13@example.org,CANADA,AMERICA,NONE,FALSE
497,Brenda Perez,jasonzavala@example.com,GERMANY,EUROPE,GREEN,TRUE
498,Rachel Jones,ctodd@example.org,UNITED STATES,AMERICA,NONE,TRUE
499,Ricky Palmer,harrisonrebekah@example.org,UNITED KINGDOM,EUROPE,NONE,TRUE
500,Michael Webster,morajamie@example.org,UNITED KINGDOM,EUROPE,GOLD,TRUE
501,Gregory Davis,stacy55@example.org,UNITED STATES,AMERICA,NONE,FALSE
502,Phyllis Austin,garciabelinda@example.org,SWEDEN,EUROPE,NONE,FALSE
503,Michelle Brandt,rachelmedina@example.net,GERMANY,EUROPE,NONE,TRUE
504,Daniel Gordon,lrichardson@example.org,SPAIN,EUROPE,NONE,FALSE
505,Tyler White,tina63@example.net,UNITED STATES,AMERICA,GOLD,FALSE
506,Brian Rollins,owensapril@example.com,GERMANY,EUROPE,NONE,TRUE
507,Michele Hawkins,millertristan@example.com,UNITED STATES,AMERICA,NONE,FALSE
508,Kyle Collins,aperez@example.com,NETHERLANDS,EUROPE,NONE,TRUE
509,Mrs. Shannon Jacobson,xcrosby@example.org,UNITED STATES,AMERICA,NONE,TRUE
510,Michael Powers,qkim@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
511,Charles Morales,figueroapatricia@example.org,FRANCE,EUROPE,NONE,TRUE
512,William Morgan,bmartinez@example.net,CANADA,AMERICA,NONE,FALSE
513,Dr. Ralph Wheeler DDS,qkelly@example.net,UNITED STATES,AMERICA,NONE,TRUE
514,Victoria Dixon,katrinarodriguez@example.com,UNITED STATES,AMERICA,SILVER,FALSE
515,David Dunlap Jr.,greertyrone@example.org,UNITED KINGDOM,EUROPE,SILVER,TRUE
516,Janet Shelton,kevinhanson@example.org,UNITED STATES,AMERICA,GREEN,TRUE
517,Kelly Vasquez,qharris@example.com,AUSTRALIA,APAC,NONE,TRUE
518,Dennis Cooper PhD,cisnerosanthony@example.com,NETHERLANDS,EUROPE,GOLD,FALSE
519,Barbara Cole,cramos@example.org,UNITED STATES,AMERICA,GREEN,TRUE
520,Matthew Chan,travistaylor@example.net,JAPAN,ASIA,NONE,FALSE
521,Phillip Carroll,rkeller@example.net,UNITED STATES,AMERICA,SILVER,FALSE
522,Karen Dickerson,myerstroy@example.com,UNITED STATES,AMERICA,NONE,FALSE
523,Heather Levine,bryan90@example.org,CANADA,AMERICA,SILVER,FALSE
524,Hannah Harmon,hubbardcolleen@example.com,UNITED STATES,AMERICA,NONE,TRUE
525,Gregory Howard,brian33@example.org,CANADA,AMERICA,GREEN,TRUE
526,Leslie Lozano,meltondanny@example.org,FRANCE,EUROPE,GOLD,TRUE
527,Gabriel Murray,abradley@example.com,UNITED KINGDOM,EUROPE,GREEN,FALSE
528,John Johnson,nicholas65@example.net,FRANCE,EUROPE,GREEN,TRUE
529,John Vazquez,matthewshaw@example.net,FRANCE,EUROPE,GREEN,TRUE
530,Lucas Cox,oharris@example.org,AUSTRALIA,APAC,SILVER,TRUE
531,Kimberly Mitchell,evansashley@example.org,SWEDEN,EUROPE,SILVER,TRUE
532,Tina Robbins,vargasjoshua@example.net,FRANCE,EUROPE,NONE,TRUE
533,Karen Clark,pearsonkevin@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
534,Joshua Gonzalez,gking@example.com,NETHERLANDS,EUROPE,SILVER,TRUE
535,Kimberly Ibarra,barbaralewis@example.net,JAPAN,ASIA,NONE,FALSE
536,Debra Little,umichael@example.net,FRANCE,EUROPE,NONE,FALSE
537,Curtis Ford,edwardjennings@example.com,GERMANY,EUROPE,NONE,TRUE
538,Jennifer Dalton,waltersmeghan@example.com,CANADA,AMERICA,NONE,TRUE
539,Maria Scott,richardwilson@example.org,GERMANY,EUROPE,NONE,TRUE
540,Robert Collins,bcastro@example.com,UNITED KINGDOM,EUROPE,NONE,FALSE
541,Amanda Moore,anthonyclarke@example.com,GERMANY,EUROPE,NONE,FALSE
542,Casey Phelps,dcasey@example.org,UNITED STATES,AMERICA,GREEN,FALSE
543,Edward Brown,qmosley@example.net,UNITED STATES,AMERICA,GREEN,TRUE
544,Jennifer Larsen,joelduncan@example.net,FRANCE,EUROPE,NONE,TRUE
545,Kelly Calderon,tyler13@example.net,AUSTRALIA,APAC,NONE,FALSE
546,Robert Murphy,vshaffer@example.org,AUSTRALIA,APAC,GREEN,TRUE
547,Claudia Rodriguez,taragonzales@example.com,UNITED STATES,AMERICA,NONE,FALSE
548,Amy Ferguson,stewartrodney@example.net,CANADA,AMERICA,NONE,TRUE
549,Donald Mueller,michaelbaldwin@example.com,UNITED STATES,AMERICA,NONE,FALSE
550,Walter Obrien,vazquezkristina@example.org,FRANCE,EUROPE,NONE,TRUE
551,James Fowler,rebecca18@example.org,AUSTRALIA,APAC,NONE,TRUE
552,Jasmine Browning,qpennington@example.com,GERMANY,EUROPE,NONE,TRUE
553,Rodney Young,michelemartin@example.com,UNITED KINGDOM,EUROPE,GOLD,TRUE
554,Sherry Wang,rmccormick@example.org,NETHERLANDS,EUROPE,NONE,FALSE
555,Teresa Ruiz,vhouse@example.net,UNITED KINGDOM,EUROPE,SILVER,TRUE
556,Thomas Garcia,hollyhunter@example.com,GERMANY,EUROPE,GREEN,TRUE
557,Nicholas Kelley,shawn00@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
558,Lorraine Gibbs,aarongonzalez@example.com,UNITED STATES,AMERICA,GREEN,TRUE
559,Bradley Moore,melaniejennings@example.com,UNITED STATES,AMERICA,GOLD,FALSE
560,Shane Anderson,graceserrano@example.com,AUSTRALIA,APAC,NONE,TRUE
561,Jason White,kduffy@example.org,JAPAN,ASIA,NONE,FALSE
562,Alexander Hansen,rebeccamccann@example.org,FRANCE,EUROPE,NONE,TRUE
563,Samuel Williams,jburke@example.org,AUSTRALIA,APAC,NONE,FALSE
564,Carolyn Bradley,higginsryan@example.com,AUSTRALIA,APAC,GOLD,TRUE
565,Kathleen Walker,jamesatkins@example.com,UNITED STATES,AMERICA,NONE,FALSE
566,Johnny Anderson,carolcarney@example.com,SWEDEN,EUROPE,NONE,TRUE
567,Chelsey White,anthonycherry@example.org,UNITED STATES,AMERICA,NONE,TRUE
568,Susan Wood,emiller@example.org,UNITED STATES,AMERICA,NONE,FALSE
569,Valerie Sanders,jennifererickson@example.net,UNITED STATES,AMERICA,NONE,TRUE
570,Angel Hawkins,cookjimmy@example.com,NETHERLANDS,EUROPE,NONE,TRUE
571,Teresa Coffey DDS,smithwilliam@example.com,UNITED STATES,AMERICA,GREEN,FALSE
572,James Wood,carpenterjorge@example.net,NETHERLANDS,EUROPE,SILVER,TRUE
573,Gerald Mcdonald Jr.,hthomas@example.com,FRANCE,EUROPE,NONE,FALSE
574,Carl Savage,julie64@example.com,AUSTRALIA,APAC,NONE,FALSE
575,Pam Baker,ryan25@example.net,UNITED KINGDOM,EUROPE,NONE,FALSE
576,Pamela Hernandez DVM,jbrown@example.org,UNITED STATES,AMERICA,GREEN,TRUE
577,Andrew Green,fgraham@example.org,CANADA,AMERICA,NONE,TRUE
578,William Hoffman,uvasquez@example.org,GERMANY,EUROPE,NONE,TRUE
579,Brandon Oneill,marybrady@example.com,CANADA,AMERICA,GOLD,TRUE
580,Mary Lewis,foxashley@example.com,NETHERLANDS,EUROPE,NONE,TRUE
581,Danielle Jimenez,clayanthony@example.net,GERMANY,EUROPE,GOLD,FALSE
582,Mrs. Jacqueline Hickman,hooderic@example.org,UNITED KINGDOM,EUROPE,GREEN,FALSE
583,Michael Castillo,brooke05@example.org,CANADA,AMERICA,NONE,FALSE
584,Tiffany Nguyen,jasonwilliams@example.net,FRANCE,EUROPE,GREEN,TRUE
585,Robert Manning,qdavis@example.org,UNITED STATES,AMERICA,SILVER,FALSE
586,Randy Ross,phelpsfrank@example.com,UNITED STATES,AMERICA,GREEN,TRUE
587,Paul Valdez,evanslaurie@example.net,FRANCE,EUROPE,NONE,TRUE
588,Emily Cohen,michaeldavis@example.com,AUSTRALIA,APAC,NONE,TRUE
589,Katherine Mcclure,madams@example.com,UNITED STATES,AMERICA,NONE,TRUE
590,Jay Richardson,ryansimmons@example.org,UNITED STATES,AMERICA,NONE,FALSE
591,Valerie Rhodes,sarahrose@example.net,NETHERLANDS,EUROPE,NONE,TRUE
592,Donna Kim,ievans@example.net,GERMANY,EUROPE,SILVER,FALSE
593,Sarah Mills,ashley81@example.org,UNITED STATES,AMERICA,GOLD,TRUE
594,Kayla Gutierrez,kguerrero@example.com,AUSTRALIA,APAC,NONE,FALSE
595,Kevin Mack,wilsondorothy@example.org,FRANCE,EUROPE,SILVER,FALSE
596,Sarah Williams,tmcdowell@example.com,UNITED STATES,AMERICA,NONE,FALSE
597,Jordan Santiago,matthew23@example.org,FRANCE,EUROPE,NONE,TRUE
598,William Green,hamiltonandrew@example.com,SPAIN,EUROPE,GREEN,TRUE
599,Christopher Woods,vmelton@example.net,GERMANY,EUROPE,SILVER,TRUE
600,Elizabeth Li,hannah64@example.org,UNITED KINGDOM,EUROPE,GOLD,FALSE
601,Adrian Rodriguez,hortonjacob@example.org,JAPAN,ASIA,NONE,FALSE
602,Matthew Santos,ywilkinson@example.net,NETHERLANDS,EUROPE,NONE,TRUE
603,Eric Ford,hhenderson@example.org,NETHERLANDS,EUROPE,NONE,TRUE
604,Nancy Wallace,cruiz@example.net,CANADA,AMERICA,SILVER,TRUE
605,Edward Gallegos,awilliams@example.org,UNITED STATES,AMERICA,NONE,FALSE
606,Michelle Petty,mmclaughlin@example.net,UNITED STATES,AMERICA,NONE,FALSE
607,Donna Freeman,upalmer@example.net,UNITED KINGDOM,EUROPE,GOLD,TRUE
608,Susan Dillon,jenniferrice@example.com,GERMANY,EUROPE,GREEN,FALSE
609,Kristen Adams,hsmall@example.com,FRANCE,EUROPE,NONE,FALSE
610,Maria West,ssmith@example.net,UNITED KINGDOM,EUROPE,NONE,TRUE
611,Gregg Hall,brianacohen@example.net,FRANCE,EUROPE,GOLD,FALSE
612,Michelle Mcdonald,jennifer66@example.net,SPAIN,EUROPE,NONE,FALSE
613,Heather Kennedy,christycampbell@example.net,AUSTRALIA,APAC,GREEN,FALSE
614,John Thompson,catherinegarcia@example.com,CANADA,AMERICA,SILVER,FALSE
615,Katherine Young,kiddmichael@example.com,UNITED STATES,AMERICA,SILVER,FALSE
616,Christopher Clayton,romanmatthew@example.org,FRANCE,EUROPE,NONE,FALSE
617,Barbara Walker,victoria50@example.net,UNITED STATES,AMERICA,NONE,TRUE
618,Chris Vaughn,mccarthysara@example.com,GERMANY,EUROPE,NONE,TRUE
619,Tonya Campos,harringtonchelsea@example.org,UNITED STATES,AMERICA,SILVER,TRUE
620,Amanda Garcia,pittsrhonda@example.org,SPAIN,EUROPE,SILVER,FALSE
621,Michelle Gill,goconnor@example.org,NETHERLANDS,EUROPE,NONE,TRUE
622,Felicia Taylor,scottperry@example.org,FRANCE,EUROPE,NONE,TRUE
623,Robert Peterson,christopherwatson@example.com,GERMANY,EUROPE,NONE,TRUE
624,Maurice Hernandez,icobb@example.com,UNITED STATES,AMERICA,NONE,TRUE
625,Jason Ellis,sherry72@example.org,FRANCE,EUROPE,GOLD,FALSE
626,Kelly Jones,leroy26@example.org,CANADA,AMERICA,GREEN,FALSE
627,Andrew Nielsen,rachelbrown@example.net,NETHERLANDS,EUROPE,GREEN,TRUE
628,Rebecca Liu,robert84@example.net,UNITED STATES,AMERICA,GREEN,FALSE
629,Susan Smith,rachel92@example.net,GERMANY,EUROPE,NONE,TRUE
630,Mathew Clay,zterry@example.net,UNITED STATES,AMERICA,GOLD,FALSE
631,Craig Turner,medinapeter@example.net,UNITED STATES,AMERICA,GOLD,FALSE
632,Beth Braun,jason88@example.com,AUSTRALIA,APAC,GOLD,TRUE
633,Nicole Moore,zamoraamber@example.com,JAPAN,ASIA,NONE,FALSE
634,Raymond Barber,dennismckenzie@example.com,UNITED STATES,AMERICA,SILVER,FALSE
635,Heather Williams,westashley@example.org,UNITED STATES,AMERICA,NONE,FALSE
636,William Trujillo,michaelmitchell@example.net,NETHERLANDS,EUROPE,GOLD,FALSE
